id, isin, issuerName, maturityDate, startDate, bondDuration, couponRate, couponPeriod, high, low, last, change, yield, pieceSize, fitch, moody's, snp
486, SDAX683979, Einti, 02-10-2032, 02-10-2015, 17, 2.307, Annual, 196.22, 186.193, 190.505, -4.364, 2.312, 99.784, AA+, Aaa, AAA
487, NHEIL2213, Zazio, 19-10-2038, 19-10-2015, 23, 0.872, Semi-Annual, 42.927, 42.352, 42.927, -0.207, 0.873, 99.885, AA-, Aa2, BB
488, CSE095, Photobean, 08-12-2048, 08-12-2015, 33, 4.879, Annual, 49.258, 45.613, 49.076, -3.572, 4.903, 99.511, BBB-, Baa3, BB
489, NZA359486, Zava, 18-02-2045, 18-02-2015, 30, 0.34, Quaterly, 270.779, 256.292, 270.489, -3.315, 0.34, 100, B+, Baa1, BB
490, FSE06771, Skipfire, 11-04-2027, 11-04-2015, 12, 4.026, Semi-Annual, 144.126, 136.084, 142.598, 6.015, 4.042, 99.604, B+, A3, A-
491, HZBR19035, Brainlounge, 24-03-2038, 24-03-2015, 23, 4.033, Quaterly, 37.38, 35.29, 37.129, 0.851, 4.049, 99.605, BBB, Baa1, A
492, QRPE486206, Quatz, 02-03-2020, 02-03-2015, 5, 2.574, Semi-Annual, 52.518, 50.654, 51.269, 1.169, 2.581, 99.729, BBB, Baa1, A
493, SOF587, Thoughtmix, 13-08-2032, 13-08-2015, 17, 0.436, Annual, 38.516, 36.332, 36.922, -8.283, 0.436, 100, BBB, Baa1, A
494, ARHYK4589, Youbridge, 14-06-2024, 14-06-2015, 9, 1.876, Semi-Annual, 440.468, 407.257, 435.818, -69.389, 1.88, 99.787, BBB+, Baa2, A-
495, WAR173375, Skynoodle, 01-01-2024, 01-01-2015, 9, 0.175, Quaterly, 406.715, 368.402, 399.052, 13.277, 0.175, 100, BBB+, Baa2, A-
496, ZCQUM907942, Yodo, 06-11-2027, 06-11-2015, 12, 1.406, Semi-Annual, 223.34, 218.985, 223.253, 25.028, 1.408, 99.858, B, Caa1, CCC+
497, ZXS2652, Kwilith, 20-09-2037, 20-09-2015, 22, 0.188, Annual, 49.31, 45.814, 48.401, 0.135, 0.188, 100, BB, B3, BB
498, EONUG483, Avamm, 04-10-2049, 04-10-2015, 34, 1.395, Semi-Annual, 174.998, 172.111, 173.901, -72.643, 1.397, 99.857, CCC+, Caa1, B-
499, FVKU839, Skidoo, 17-09-2026, 17-09-2015, 11, 2.0, Annual, 283.958, 270.64, 274.902, -2.459, 2.004, 99.8, BB+, Ba1, BBB-
500, FMAP161, Shuffledrive, 10-11-2045, 10-11-2015, 30, 1.215, Quaterly, 222.987, 201.892, 205.9, -2.884, 1.216, 99.918, B+, Caa1, CCC+
501, BZE32994, Ntags, 11-06-2043, 11-06-2015, 28, 1.631, Semi-Annual, 100.0, 97.6, 100.0, -2.917, 1.634, 99.816, B-, Baa1, D
502, ZPUF086544, Realbridge, 04-08-2020, 04-08-2015, 5, 2.362, Annual, 53.192, 49.245, 49.442, -4.137, 2.368, 99.747, B+, Baa1, BB-
503, HLW106806, Rhyzio, 04-12-2019, 04-12-2015, 4, 2.664, Quaterly, 189.261, 185.192, 187.959, 7.564, 2.671, 99.738, B+, Baa1, B-
504, ORECL43535, Jamia, 23-01-2021, 23-01-2015, 6, 0.12, Quaterly, 100.0, 100.0, 100.0, 12.322, 0.12, 100, B+, Baa1, BB
505, RDGWX73196, Lazz, 15-01-2020, 15-01-2015, 5, 1.891, Semi-Annual, 394.894, 363.658, 392.395, 9.447, 1.895, 99.789, CC, Baa1, CCC-
506, IBXU503, Fliptune, 26-03-2037, 26-03-2015, 22, 1.0, Semi-Annual, 385.267, 376.945, 378.61, -1.056, 1.0, 100, B+, Baa1, CCC-
507, FAYS413, Youbridge, 08-12-2037, 08-12-2015, 22, 3.398, Annual, 288.239, 266.909, 267.123, -18.888, 3.41, 99.648, B+, Baa1, BB+
508, WYFH8611, Tekfly, 27-12-2033, 27-12-2015, 18, 3.423, Semi-Annual, 429.924, 428.677, 428.902, 0.221, 3.435, 99.651, B+, Baa1, BB
509, YBAZ44658, Digitube, 27-12-2039, 27-12-2015, 24, 4.089, Quaterly, 283.689, 272.767, 272.985, 0.022, 4.106, 99.586, B+, Baa1, B-
510, JTBG331, Zoovu, 06-12-2049, 06-12-2015, 34, 0.296, Semi-Annual, 150.114, 137.655, 146.127, -0.062, 0.296, 100, B+, Baa1, BB-
511, WBDP220, Skimia, 21-12-2036, 21-12-2015, 21, 2.61, Annual, 179.983, 169.634, 171.29, -0.734, 2.617, 99.733, A-, Baa1, BBB+
512, GNPZY162, Vipe, 15-06-2029, 15-06-2015, 14, 0.656, Annual, 391.634, 390.498, 391.452, -88.041, 0.656, 100, A-, Baa1, BBB+
513, GYPZ48153, Fliptune, 20-06-2030, 20-06-2015, 15, 1.497, Annual, 421.447, 416.347, 419.509, -35.816, 1.499, 99.867, AA+, Aaa, AAA
514, MSVZ929322, Shufflebeat, 20-12-2026, 20-12-2015, 11, 2.789, Annual, 86.227, 84.735, 85.183, 4.627, 2.797, 99.714, AA-, A2, A
515, KYU436, Thoughtsphere, 21-05-2046, 21-05-2015, 31, 2.615, Annual, 344.079, 313.387, 341.01, 14.801, 2.622, 99.733, A+, A1, AA-
516, XRG534702, Twitterwire, 22-09-2043, 22-09-2015, 28, 4.633, Annual, 170.785, 157.635, 170.522, 27.496, 4.654, 99.549, BBB, Baa2, BBB
517, QUXM20340, Skajo, 27-12-2033, 27-12-2015, 18, 3.666, Annual, 361.595, 341.418, 346.866, -2.162, 3.679, 99.647, AA-, Aa2, BB
518, RQIY8648, Jaxnation, 18-05-2038, 18-05-2015, 23, 1.592, Semi-Annual, 34.53, 33.311, 33.567, 0.223, 1.595, 99.812, AA-, Aa2, BB
519, UWA116218, Mycat, 18-08-2026, 18-08-2015, 11, 2.142, Semi-Annual, 391.029, 353.764, 382.085, 3.619, 2.147, 99.767, A-, A3, A-
520, BRA02846, Voolia, 16-12-2030, 16-12-2015, 15, 2.362, Quaterly, 151.274, 138.794, 141.914, -1.489, 2.368, 99.747, BBB, Baa2, BBB+
521, TYCZO67152, Oyope, 23-06-2019, 23-06-2015, 4, 4.097, Quaterly, 96.245, 94.753, 95.633, 4.535, 4.114, 99.587, BB, B3, BB
522, DAFC146, Dynabox, 24-05-2041, 24-05-2015, 26, 3.924, Quaterly, 344.764, 321.561, 343.836, 3.064, 3.939, 99.619, BBB, Baa3, BBB
523, NEO247, Realcube, 27-06-2039, 27-06-2015, 24, 3.498, Semi-Annual, 265.701, 253.399, 254.26, -16.675, 3.51, 99.658, B+, Aa2, BB
524, HGBX42630, Gabtune, 03-02-2019, 03-02-2015, 4, 0.312, Quaterly, 73.901, 67.464, 72.678, 0.209, 0.312, 100, B+, Aa2, BB
525, FVXSE57480, Dynazzy, 12-09-2042, 12-09-2015, 27, 4.52, Semi-Annual, 464.069, 429.914, 448.016, -33.311, 4.54, 99.559, BB, B3, BB
526, RJNYE656, Browsezoom, 26-08-2030, 26-08-2015, 15, 1.885, Quaterly, 330.766, 325.805, 327.243, 15.815, 1.889, 99.788, BBB, Baa3, BBB
527, PDY283, Myworks, 30-05-2025, 30-05-2015, 10, 1.078, Semi-Annual, 393.951, 356.841, 385.787, 8.066, 1.079, 99.907, BBB, Baa3, BBB
528, GLX7360, Yadel, 04-11-2021, 04-11-2015, 6, 2.532, Semi-Annual, 370.458, 348.379, 351.911, -2.907, 2.538, 99.764, BB, B3, BB
529, OEGTI846252, Dabshots, 05-08-2026, 05-08-2015, 11, 3.395, Quaterly, 386.813, 381.9, 385.143, -74.669, 3.407, 99.648, B+, Ba3, BB+
530, HVY15901, Agimba, 30-04-2025, 30-04-2015, 10, 0.459, Quaterly, 96.74, 93.228, 94.001, 3.676, 0.459, 100, B+, Ca, CCC-
531, CWAQR99641, Ainyx, 01-07-2036, 01-07-2015, 21, 4.691, Annual, 294.919, 269.851, 273.36, 20.533, 4.713, 99.533, B+, Baa1, B+
532, CDAKH5307, Pixonyx, 04-09-2036, 04-09-2015, 21, 1.486, Annual, 324.382, 293.533, 322.531, -14.165, 1.488, 99.866, B+, Baa1, BB
533, AIHG75324, Edgewire, 03-03-2046, 03-03-2015, 31, 0.792, Semi-Annual, 100.0, 100.0, 100.0, 0.107, 0.793, 99.874, B+, Baa1, BB
534, YUQ826444, Innojam, 05-10-2037, 05-10-2015, 22, 3.65, Annual, 459.732, 457.525, 459.688, 16.571, 3.663, 99.645, B+, Baa1, BB-
535, XUZWO773498, Jazzy, 10-10-2032, 10-10-2015, 17, 4.756, Semi-Annual, 339.637, 330.671, 333.181, 9.202, 4.779, 99.519, B+, Baa1, BB
536, WRDQI592, Brainsphere, 20-06-2044, 20-06-2015, 29, 1.03, Annual, 498.676, 454.942, 497.364, 3.707, 1.031, 99.903, B+, Baa1, BB
537, OYJAN04793, Browsezoom, 19-05-2038, 19-05-2015, 23, 3.147, Semi-Annual, 326.718, 318.354, 322.201, 13.566, 3.157, 99.683, B+, Baa1, B-
538, XOS1551, Cogibox, 01-11-2037, 01-11-2015, 22, 0.696, Quaterly, 133.085, 100.0, 132.342, 1.41, 0.696, 100, B+, Baa1, BB
539, BOJ096, Wordware, 19-10-2040, 19-10-2015, 25, 1.277, Quaterly, 487.871, 477.138, 483.041, -29.908, 1.279, 99.844, B+, Baa1, BB
540, LTPU197714, Mynte, 16-01-2035, 16-01-2015, 20, 4.159, Quaterly, 179.283, 164.654, 169.774, -8.923, 4.176, 99.593, B+, Baa1, BB
541, OFLHW6357, Riffpath, 16-09-2020, 16-09-2015, 5, 4.267, Coupon Period, 230.35, 222.08, 223.321, 9.821, 4.285, 99.58, AA+, Aaa, AAA
542, FUQWB252749, Thoughtstorm, 13-10-2037, 13-10-2015, 22, 1.062, Semi-Annual, 272.177, 251.111, 263.961, -23.808, 1.063, 99.906, AA-, A1, AA+
543, COAU233466, Fivechat, 18-01-2022, 18-01-2015, 7, 0.717, Quaterly, 369.509, 359.717, 366.767, -86.445, 0.718, 99.861, A-, Baa2, BBB-
544, CDJX2947, Plambee, 05-01-2046, 05-01-2015, 31, 2.265, Semi-Annual, 214.2, 203.447, 203.662, 28.728, 2.27, 99.78, BBB, Baa2, BB
545, PJZL054007, Demimbu, 20-11-2043, 20-11-2015, 28, 4.508, Annual, 362.059, 361.733, 361.877, 2.857, 4.528, 99.558, A, Baa1, BBB+
546, QNELO581738, Gabspot, 07-05-2033, 07-05-2015, 18, 1.336, Quaterly, 357.379, 330.361, 350.354, -1.292, 1.338, 99.851, B+, A1, BB
547, NGTFS039062, Jazzy, 14-10-2019, 14-10-2015, 4, 0.834, Quaterly, 334.128, 323.035, 327.916, -9.785, 0.835, 99.88, AA+, Aaa, AAA
548, KDIY07737, Feedmix, 03-12-2039, 03-12-2015, 24, 0.533, Semi-Annual, 73.989, 69.468, 72.994, 1.902, 0.533, 100, A, Baa1, BBB+
549, ZIJAG619, Kanoodle, 09-02-2049, 09-02-2015, 34, 4.668, Annual, 385.407, 365.559, 377.071, -71.299, 4.69, 99.531, B+, A3, A-
550, JCSP365, Realpoint, 16-03-2040, 16-03-2015, 25, 4.113, Quaterly, 211.62, 197.949, 204.785, 0.169, 4.13, 99.588, A+, A2, A
551, HYL945, Tazz, 22-10-2025, 22-10-2015, 10, 1.861, Semi-Annual, 165.274, 157.407, 159.531, 20.822, 1.864, 99.839, B+, Baa1, BB
552, RFPK1452, Mycat, 16-08-2031, 16-08-2015, 16, 0.36, Annual, 153.729, 144.167, 152.199, 19.109, 0.36, 100, B+, Ba3, BB+
553, GLR36489, Viva, 18-12-2023, 18-12-2015, 8, 2.723, Quaterly, 363.093, 334.554, 352.819, 21.639, 2.73, 99.744, B+, Ba3, BB+
554, AZKNF4944, Tagcat, 05-06-2024, 05-06-2015, 9, 1.695, Semi-Annual, 292.895, 276.932, 284.435, -10.0, 1.698, 99.823, B+, WR, BBR
555, WKBU330, Rhynyx, 06-02-2030, 06-02-2015, 15, 1.907, Annual, 263.6, 258.697, 263.502, -0.875, 1.911, 99.791, B+, Caa1, CCC
556, ZLK48376, Leexo, 06-06-2046, 06-06-2015, 31, 4.768, Semi-Annual, 244.888, 235.95, 239.793, 4.047, 4.791, 99.52, BB, B3, BB
557, IMD591719, Zoonoodle, 24-11-2035, 24-11-2015, 20, 4.049, Annual, 299.393, 279.962, 291.232, 0.086, 4.065, 99.606, BB+, Baa3, BB+
558, LCNIY094, Voolia, 12-07-2049, 12-07-2015, 34, 1.964, Semi-Annual, 345.614, 327.02, 336.689, 17.532, 1.968, 99.797, B+, Ba3, BB-
559, ZBWQN1670, Topiclounge, 30-03-2039, 30-03-2015, 24, 1.483, Quaterly, 78.139, 75.209, 76.996, -2.191, 1.485, 99.865, B+, Caa2, B-
560, CHVYU540715, Tazz, 20-02-2034, 20-02-2015, 19, 4.862, Semi-Annual, 333.647, 328.876, 329.258, -18.643, 4.886, 99.509, BBB-, B1, BB
561, VNP0170, Leenti, 08-02-2049, 08-02-2015, 34, 3.2, Annual, 63.144, 61.003, 62.438, -0.036, 3.21, 99.688, B+, Baa1, BB+
562, JVI575968, Livetube, 13-10-2047, 13-10-2015, 32, 3.375, Semi-Annual, 394.49, 380.683, 390.762, -19.021, 3.386, 99.675, B+, Baa1, BB
563, XMBAW10677, Centizu, 25-09-2025, 25-09-2015, 10, 2.808, Annual, 22.113, 21.2, 21.245, -1.31, 2.816, 99.716, B+, Baa1, BB
564, WHQL841534, Vimbo, 13-11-2028, 13-11-2015, 13, 1.032, Quaterly, 172.076, 158.602, 171.672, 0.913, 1.033, 99.903, B+, Baa1, BB+
565, ENRJF526, Jetpulse, 12-10-2019, 12-10-2015, 4, 4.428, Semi-Annual, 130.176, 100.0, 100.0, 1.179, 4.448, 99.55, B+, Baa1, BB
566, LDKH743, Eadel, 07-03-2038, 07-03-2015, 23, 2.143, Annual, 354.706, 348.853, 351.721, 1.137, 2.148, 99.767, B+, Baa1, BB
567, DFB30825, Quire, 24-02-2019, 24-02-2015, 4, 2.796, Semi-Annual, 321.82, 301.03, 321.404, 11.663, 2.804, 99.715, B+, Baa1, BB-
568, NOM8279, Reallinks, 31-03-2030, 31-03-2015, 15, 2.076, Semi-Annual, 62.219, 57.011, 59.563, -1.138, 2.08, 99.808, B+, Baa1, BB
569, TNO56914, Jatri, 22-07-2030, 22-07-2015, 15, 0.413, Annual, 352.956, 328.249, 344.309, -0.033, 0.413, 100, B+, Baa1, BBB+
570, ZLEKC431138, Chatterbridge, 02-06-2034, 02-06-2015, 19, 3.76, Semi-Annual, 15.335, 14.933, 14.998, -1.584, 3.774, 99.629, B+, Baa1, BB
571, VJZA61276, Wordtune, 08-06-2028, 08-06-2015, 13, 3.319, Semi-Annual, 213.839, 211.765, 211.993, 17.414, 3.33, 99.67, A+, A1, AA-
572, JORHB98447, Katz, 04-09-2042, 04-09-2015, 27, 1.086, Quaterly, 383.127, 375.426, 378.506, -0.419, 1.087, 99.908, BBB, Baa3, 
573, TQR40989, Yozio, 30-05-2023, 30-05-2015, 8, 0.769, Annual, 47.571, 46.191, 46.95, 0.326, 0.77, 99.87, BBB-, Ba1, BBB
574, UAKFY80300, Gabtype, 22-03-2024, 22-03-2015, 9, 3.962, Semi-Annual, 49.045, 46.985, 48.612, -0.146, 3.978, 99.598, BBB-, Ba1, BBB-
575, BOSYP308231, Zoozzy, 30-05-2045, 30-05-2015, 30, 2.675, Annual, 381.51, 363.007, 364.487, -46.007, 2.682, 99.739, B+, Aa2, BB
576, AICK1610, Fanoodle, 29-01-2032, 29-01-2015, 17, 1.843, Quaterly, 465.306, 421.567, 428.128, -3.664, 1.846, 99.837, B+, Baa3, BB
577, BXPYH67835, Plajo, 14-05-2047, 14-05-2015, 32, 4.624, Annual, 450.95, 421.323, 434.951, -14.819, 4.645, 99.548, B+, Baa2, BBB
578, LXZW749058, Podcat, 18-11-2040, 18-11-2015, 25, 4.924, Semi-Annual, 256.045, 234.128, 247.716, -8.416, 4.948, 99.515, A-, Baa1, BBB+
579, QZCY276126, Fivechat, 29-09-2039, 29-09-2015, 24, 3.712, Annual, 66.097, 60.485, 64.75, -0.403, 3.726, 99.624, B+, Aa1, AA+
580, RPFIE544, Linklinks, 11-03-2036, 11-03-2015, 21, 2.633, Quaterly, 167.416, 153.604, 163.272, -2.357, 2.64, 99.735, AA, Aa3, BB
581, YCQU6622, Feednation, 13-01-2049, 13-01-2015, 34, 2.003, Semi-Annual, 303.187, 276.294, 293.775, 1.143, 2.007, 99.801, B+, WR, BB
582, IRMCG33640, Skiptube, 07-01-2045, 07-01-2015, 30, 3.621, Annual, 397.354, 363.499, 390.922, 20.284, 3.634, 99.642, BB, B3, BB
583, VOCXI091052, Devcast, 05-05-2025, 05-05-2015, 10, 2.769, Quaterly, 150.022, 135.545, 150.022, 1.179, 2.777, 99.712, BB, B3, BB
584, ZDTGK86150, Skinder, 30-03-2042, 30-03-2015, 27, 4.593, Semi-Annual, 310.675, 284.143, 302.45, -12.933, 4.614, 99.545, B+, Baa1, AA
585, WSE210859, Yadel, 08-07-2035, 08-07-2015, 20, 3.777, Annual, 357.945, 328.343, 341.368, -23.369, 3.791, 99.631, B+, Caa1, B
586, KIHL66211, Jabberbean, 22-09-2039, 22-09-2015, 24, 3.675, Quaterly, 455.336, 418.864, 419.958, -36.61, 3.689, 99.62, B+, Caa3, CCC
587, MHKD4528, Fatz, 24-07-2050, 24-07-2015, 35, 2.615, Semi-Annual, 157.725, 151.495, 157.6, 1.721, 2.622, 99.733, BB+, B1, BBB-
588, FEK79905, Quinu, 15-12-2022, 15-12-2015, 7, 0.96, Semi-Annual, 452.854, 448.688, 449.563, 15.847, 0.961, 99.896, B+, Ba2, BB+
589, VUEA7161, Lazz, 16-06-2031, 16-06-2015, 16, 2.871, Quaterly, 323.647, 313.226, 318.436, 22.687, 2.879, 99.722, BB+, Ba1, BB+
590, SFBXZ5387, Dynabox, 13-02-2026, 13-02-2015, 11, 1.269, Annual, 382.797, 365.15, 382.621, -2.367, 1.271, 99.843, BB, B3, BB
591, REM443, Skyba, 26-01-2049, 26-01-2015, 34, 0.675, Semi-Annual, 463.588, 432.852, 456.211, -21.64, 0.675, 100, B+, Baa1, B+
592, AUHX84772, Rhycero, 04-10-2027, 04-10-2015, 12, 1.625, Annual, 479.464, 461.005, 474.665, -151.963, 1.628, 99.816, B+, Baa1, BB
593, OJP6968, Flashset, 11-04-2044, 11-04-2015, 29, 3.464, Quaterly, 365.157, 336.602, 337.458, -2.694, 3.476, 99.655, B+, Baa1, BB
594, UJOZR2785, Yakitri, 31-05-2049, 31-05-2015, 34, 3.123, Annual, 171.862, 162.341, 163.579, -0.168, 3.133, 99.681, B+, Baa1, BB
595, ZRCE7290, Yamia, 07-03-2041, 07-03-2015, 26, 3.488, Semi-Annual, 130.196, 126.537, 127.013, 5.383, 3.5, 99.657, B+, Caa3, D
596, ZEGI561128, Dabtype, 21-03-2034, 21-03-2015, 19, 1.878, Annual, 112.467, 110.465, 111.186, 0.063, 1.882, 99.787, B+, Baa1, BB
597, STCV615, Wordpedia, 09-04-2046, 09-04-2015, 31, 4.283, Quaterly, 391.66, 367.573, 382.989, -0.448, 4.301, 99.581, B+, Baa1, B-
598, XQDG4475, Devpulse, 17-11-2046, 17-11-2015, 31, 1.433, Annual, 403.896, 378.289, 392.117, -5.088, 1.435, 99.861, BB, B2, BB
599, XRGCV243, Voolia, 30-09-2040, 30-09-2015, 25, 4.594, Semi-Annual, 56.288, 55.883, 56.256, -1.373, 4.615, 99.545, B+, Baa1, BB
600, YIR532, Oozz, 08-03-2025, 08-03-2015, 10, 0.618, Annual, 127.863, 116.509, 117.076, -9.65, 0.618, 100, B+, Baa1, BB
601, NOV5222, Browsetype, 14-03-2037, 14-03-2015, 22, 0.903, Quaterly, 494.601, 481.593, 494.211, 2.864, 0.904, 99.889, A, A3, BB
602, VFLZ932564, Livetube, 20-08-2044, 20-08-2015, 29, 2.478, Semi-Annual, 85.358, 81.099, 81.397, 2.426, 2.484, 99.758, AA+, Aaa, AAA
603, CKAZ03899, Yabox, 07-10-2030, 07-10-2015, 15, 4.512, Annual, 465.305, 433.059, 444.99, -23.514, 4.532, 99.559, AA-, A2, A
604, ETUCH338695, Realbridge, 11-02-2021, 11-02-2015, 6, 2.651, Quaterly, 160.465, 149.553, 150.863, -0.109, 2.658, 99.737, B+, Aa2, BB
605, VCKQ59239, Jaxnation, 10-11-2030, 10-11-2015, 15, 1.452, Annual, 37.302, 36.645, 36.77, 0.019, 1.454, 99.862, AA-, A1, AA+
606, NMO45304, DabZ, 12-06-2026, 12-06-2015, 11, 2.971, Semi-Annual, 133.629, 122.952, 124.66, 0.087, 2.98, 99.698, BBB, Baa3, BB
607, XPO820966, Buzzster, 17-08-2048, 17-08-2015, 33, 2.437, Annual, 212.475, 208.927, 212.298, 2.667, 2.443, 99.754, BBB-, Ba1, BBB-
608, RXB13194, Livetube, 17-06-2021, 17-06-2015, 6, 4.586, Quaterly, 459.036, 448.019, 449.782, -87.814, 4.607, 99.544, AA, Aa2, BB
609, WVHU531420, Yakijo, 18-07-2035, 18-07-2015, 20, 2.112, Annual, 165.445, 163.675, 164.861, -0.08, 2.116, 99.811, A+, A3, A-
610, JBDW876, Quatz, 13-02-2025, 13-02-2015, 10, 1.111, Semi-Annual, 333.325, 316.125, 323.693, 2.9, 1.112, 99.91, A+, A2, BB
611, FNIK74401, Leexo, 07-07-2038, 07-07-2015, 23, 0.849, Annual, 125.732, 118.49, 119.504, -11.692, 0.85, 99.882, BB, B3, BB
612, GUREB6802, Flashdog, 25-04-2031, 25-04-2015, 16, 3.148, Semi-Annual, 95.005, 87.528, 94.556, 3.291, 3.158, 99.683, B+, Ba2, BB
613, KDJ422976, Cogidoo, 21-12-2037, 21-12-2015, 22, 0.639, Annual, 287.935, 262.741, 278.361, 18.475, 0.639, 100, B+, Caa1, CCC+
614, IZO249965, Topiclounge, 19-10-2031, 19-10-2015, 16, 3.656, Semi-Annual, 326.517, 319.04, 319.04, -7.001, 3.669, 99.646, BB, B3, BB
615, IECJK861427, Photojam, 31-08-2030, 31-08-2015, 15, 2.531, Quaterly, 172.426, 160.632, 162.401, 0.363, 2.537, 99.764, B+, Caa2, CCC
616, NIFM099, Bubblebox, 10-12-2039, 10-12-2015, 24, 1.416, Quaterly, 297.458, 272.947, 284.713, 1.512, 1.418, 99.859, B-, Caa1, BB
617, TGPM312635, Aibox, 14-04-2019, 14-04-2015, 4, 3.587, Semi-Annual, 456.245, 422.209, 448.417, 65.086, 3.6, 99.639, WD, WR, BB
618, TRPEL560104, Skinte, 08-04-2040, 08-04-2015, 25, 1.841, Quaterly, 257.354, 249.427, 254.976, 31.172, 1.844, 99.837, B-, Caa1, BB
619, ZST836058, Meevee, 31-08-2039, 31-08-2015, 24, 0.385, Semi-Annual, 364.467, 345.843, 363.35, 0.516, 0.385, 100, BB, B3, BB
620, CGEQ9651, Layo, 13-08-2038, 13-08-2015, 23, 4.445, Annual, 340.013, 311.01, 327.252, 42.691, 4.465, 99.552, B-, Caa1, BB
621, NRZT51104, Skiptube, 27-04-2026, 27-04-2015, 11, 2.168, Annual, 267.121, 254.192, 264.923, -0.766, 2.173, 99.77, B+, Baa1, BB
622, ASGFN624, DabZ, 18-09-2037, 18-09-2015, 22, 3.513, Semi-Annual, 393.892, 381.839, 390.276, 17.042, 3.525, 99.66, B+, Baa1, BB-
623, BJN17920, Thoughtsphere, 12-07-2043, 12-07-2015, 28, 4.723, Annual, 403.849, 381.274, 387.369, 1.565, 4.745, 99.536, B+, Baa1, BB
624, FLKR3415, Jayo, 15-11-2027, 15-11-2015, 12, 2.641, Semi-Annual, 112.843, 102.868, 104.264, 3.745, 2.648, 99.736, B+, Baa1, BB
625, WCBKV313, Skynoodle, 16-03-2048, 16-03-2015, 33, 1.695, Annual, 387.471, 355.505, 380.438, -0.751, 1.698, 99.823, BB+, Ba2, BB+
626, JTFE256, Realmix, 19-05-2028, 19-05-2015, 13, 1.45, Semi-Annual, 157.731, 150.775, 155.018, 30.13, 1.452, 99.862, B+, Baa1, BB
627, AVP626383, Fadeo, 12-09-2026, 12-09-2015, 11, 2.605, Annual, 112.472, 104.385, 107.377, 9.768, 2.612, 99.732, B+, Baa1, BB
628, RJZA81432, Realcube, 24-08-2050, 24-08-2015, 35, 3.231, Semi-Annual, 52.612, 47.509, 48.989, 3.034, 3.241, 99.691, B+, Baa1, B+
629, MPN39799, Oba, 24-11-2044, 24-11-2015, 29, 1.649, Annual, 195.47, 194.102, 195.319, -1.211, 1.652, 99.818, B+, Baa1, B-
630, FETK413685, Gabvine, 04-12-2043, 04-12-2015, 28, 2.743, Semi-Annual, 348.545, 341.679, 347.103, -27.22, 2.751, 99.709, B+, Baa1, BB
631, LQEJ50733, JumpXS, 21-08-2033, 21-08-2015, 18, 4.844, Annual, 26.745, 26.122, 26.421, -2.217, 4.867, 99.527, BBB, Baa3, BB
632, PGOZ716402, Youopia, 03-09-2021, 03-09-2015, 6, 4.381, Semi-Annual, 338.618, 316.371, 333.724, 21.839, 4.4, 99.568, AA+, Aaa, AAA
633, EQBJO56066, Blogtag, 27-12-2033, 27-12-2015, 18, 1.113, Quaterly, 475.86, 465.058, 465.922, 32.859, 1.114, 99.91, BBB-, Baa3, BB
634, UYBTZ394434, Centidel, 16-03-2039, 16-03-2015, 24, 0.695, Semi-Annual, 62.302, 62.146, 62.184, -0.206, 0.695, 100, AA+, Aaa, AAA
635, JCPHO190, Yombu, 17-12-2044, 17-12-2015, 29, 2.627, Quaterly, 462.268, 444.84, 445.538, -21.065, 2.634, 99.734, BBB+, Baa1, BBB+
636, ZOLH596, Meevee, 06-03-2048, 06-03-2015, 33, 4.999, Annual, 409.974, 393.862, 396.923, -70.047, 5.024, 99.502, BBB+, Baa3, BB
637, EJR22359, Talane, 04-02-2030, 04-02-2015, 15, 3.256, Quaterly, 269.553, 247.638, 252.021, 1.127, 3.267, 99.663, A-, Baa3, BBB
638, ADMNI188, Voolith, 18-07-2029, 18-07-2015, 14, 0.751, Semi-Annual, 371.679, 347.78, 370.245, -0.442, 0.752, 99.867, A-, Baa2, A-
639, KXS4949, Flipstorm, 08-11-2024, 08-11-2015, 9, 4.69, Quaterly, 21.701, 21.545, 21.664, 0.611, 4.712, 99.533, BBB, Baa2, BB
640, YINX95097, Eire, 17-01-2031, 17-01-2015, 16, 0.021, Semi-Annual, 74.919, 74.844, 74.861, 7.111, 0.021, 100, WD, Baa1, BBB+
641, VJTKW0434, Twitterworks, 15-01-2038, 15-01-2015, 23, 1.258, Semi-Annual, 160.221, 156.264, 157.807, -4.912, 1.26, 99.841, BBB+, Baa1, BBB+
642, ALW08948, Wikibox, 09-09-2046, 09-09-2015, 31, 2.253, Quaterly, 182.598, 167.077, 168.94, 0.341, 2.258, 99.779, BBB+, Baa1, BBB+
643, NFA8715, Rooxo, 01-02-2035, 01-02-2015, 20, 3.264, Annual, 412.204, 409.813, 411.487, 19.356, 3.275, 99.664, B-, Caa3, D
644, NMLHV7812, Edgepulse, 20-08-2029, 20-08-2015, 14, 3.592, Semi-Annual, 394.084, 366.813, 378.812, -1.464, 3.605, 99.639, BBB+, Baa1, BBB+
645, XKZ7329, Katz, 24-07-2021, 24-07-2015, 6, 0.284, Semi-Annual, 210.645, 200.871, 204.585, -1.462, 0.284, 100, B+, Caa2, BB
646, FCNZ1438, Demimbu, 03-01-2030, 03-01-2015, 15, 3.432, Annual, 394.328, 389.557, 391.751, 53.646, 3.444, 99.652, BB, B3, BB
647, WKDO31383, Twiyo, 18-05-2045, 18-05-2015, 30, 3.541, Annual, 409.266, 382.582, 391.654, 40.23, 3.554, 99.634, BB, B3, BB
